EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: McGregor vs Siver,Cathal Pendred vs. Sean Spencer,Total,Cathal Pendred,01,49 of 11252 of 155,43%33%,59 of 12252 of 155,4 of 120 of 0,33%---,00,00,4:280:06,,,,,,
UFC Fight Night: McGregor vs Siver,Cathal Pendred vs. Sean Spencer,Total,Cathal Pendred,01,11 of 2215 of 39,50%38%,20 of 3115 of 39,2 of 80 of 0,25%---,00,00,2:470:06,,,,,,
UFC Fight Night: McGregor vs Siver,Cathal Pendred vs. Sean Spencer,Total,Cathal Pendred,00,20 of 4821 of 60,41%35%,20 of 4821 of 60,1 of 10 of 0,100%---,00,00,1:020:00,,,,,,
UFC Fight Night: McGregor vs Siver,Cathal Pendred vs. Sean Spencer,Total,Cathal Pendred,00,18 of 4216 of 56,42%28%,19 of 4316 of 56,1 of 30 of 0,33%---,00,00,0:390:00,,,,,,
UFC Fight Night: McGregor vs Siver,Cathal Pendred vs. Sean Spencer,Total,Cathal Pendred,,,,,,,,,,11 of 2215 of 39,50%38%,2 of 1113 of 32,0 of 12 of 6,9 of 100 of 1,6 of 1612 of 31
UFC Fight Night: McGregor vs Siver,Cathal Pendred vs. Sean Spencer,Total,Cathal Pendred,,,,,,,,,,20 of 4821 of 60,41%35%,11 of 3515 of 51,0 of 35 of 8,9 of 101 of 1,20 of 4821 of 60
UFC Fight Night: McGregor vs Siver,Cathal Pendred vs. Sean Spencer,Total,Cathal Pendred,,,,,,,,,,18 of 4216 of 56,42%28%,7 of 3013 of 49,1 of 22 of 5,10 of 101 of 2,16 of 3816 of 56
UFC Fight Night: McGregor vs Siver,Lorenz Larkin vs. John Howard,Total,John Howard,01,10 of 1529 of 50,66%58%,10 of 1529 of 50,0 of 00 of 0,------,00,00,0:300:11,,,,,,
UFC Fight Night: McGregor vs Siver,Lorenz Larkin vs. John Howard,Total,John Howard,01,10 of 1529 of 50,66%58%,10 of 1529 of 50,0 of 00 of 0,------,00,00,0:300:11,,,,,,
UFC Fight Night: McGregor vs Siver,Lorenz Larkin vs. John Howard,Total,John Howard,,,,,,,,,,10 of 1529 of 50,66%58%,0 of 424 of 44,0 of 02 of 3,10 of 113 of 3,7 of 1217 of 37
UFC Fight Night: McGregor vs Siver,Chris Wade vs. Zhang Lipeng,Total,Zhang Lipeng,00,28 of 4647 of 65,60%72%,47 of 67133 of 163,0 of 74 of 9,0%44%,00,00,3:459:00,,,,,,
UFC Fight Night: McGregor vs Siver,Chris Wade vs. Zhang Lipeng,Total,Zhang Lipeng,00,16 of 2216 of 17,72%94%,27 of 3341 of 42,0 of 31 of 3,0%33%,00,00,1:532:13,,,,,,
UFC Fight Night: McGregor vs Siver,Chris Wade vs. Zhang Lipeng,Total,Zhang Lipeng,00,8 of 1817 of 31,44%54%,15 of 2641 of 57,0 of 11 of 3,0%33%,00,00,0:343:16,,,,,,
UFC Fight Night: McGregor vs Siver,Chris Wade vs. Zhang Lipeng,Total,Zhang Lipeng,00,4 of 614 of 17,66%82%,5 of 851 of 64,0 of 32 of 3,0%66%,00,00,1:183:31,,,,,,
UFC Fight Night: McGregor vs Siver,Chris Wade vs. Zhang Lipeng,Total,Zhang Lipeng,,,,,,,,,,16 of 2216 of 17,72%94%,2 of 56 of 7,4 of 53 of 3,10 of 127 of 7,3 of 66 of 7
UFC Fight Night: McGregor vs Siver,Chris Wade vs. Zhang Lipeng,Total,Zhang Lipeng,,,,,,,,,,8 of 1817 of 31,44%54%,3 of 116 of 14,3 of 53 of 7,2 of 28 of 10,5 of 137 of 16
UFC Fight Night: McGregor vs Siver,Chris Wade vs. Zhang Lipeng,Total,Zhang Lipeng,,,,,,,,,,4 of 614 of 17,66%82%,2 of 36 of 8,0 of 11 of 1,2 of 27 of 8,0 of 10 of 2
UFC Fight Night: McGregor vs Siver,Paddy Holohan vs. Shane Howell,Total,Paddy Holohan,00,42 of 7422 of 64,56%34%,114 of 16426 of 68,3 of 40 of 0,75%---,20,01,9:560:16,,,,,,
UFC Fight Night: McGregor vs Siver,Paddy Holohan vs. Shane Howell,Total,Paddy Holohan,00,15 of 229 of 17,68%52%,47 of 6410 of 18,1 of 10 of 0,100%---,20,01,3:480:16,,,,,,
UFC Fight Night: McGregor vs Siver,Paddy Holohan vs. Shane Howell,Total,Paddy Holohan,00,11 of 234 of 19,47%21%,22 of 346 of 21,1 of 10 of 0,100%---,00,00,3:230:00,,,,,,
UFC Fight Night: McGregor vs Siver,Paddy Holohan vs. Shane Howell,Total,Paddy Holohan,00,16 of 299 of 28,55%32%,45 of 6610 of 29,1 of 20 of 0,50%---,00,00,2:450:00,,,,,,
UFC Fight Night: McGregor vs Siver,Paddy Holohan vs. Shane Howell,Total,Paddy Holohan,,,,,,,,,,15 of 229 of 17,68%52%,10 of 174 of 12,1 of 13 of 3,4 of 42 of 2,7 of 128 of 13
UFC Fight Night: McGregor vs Siver,Paddy Holohan vs. Shane Howell,Total,Paddy Holohan,,,,,,,,,,11 of 234 of 19,47%21%,8 of 162 of 16,3 of 61 of 1,0 of 11 of 2,6 of 183 of 18
UFC Fight Night: McGregor vs Siver,Paddy Holohan vs. Shane Howell,Total,Paddy Holohan,,,,,,,,,,16 of 299 of 28,55%32%,10 of 235 of 22,0 of 04 of 6,6 of 60 of 0,13 of 269 of 28
UFC Fight Night: McGregor vs Siver,Johnny Case vs. Frankie Perez,Total,Johnny Case,00,59 of 11116 of 39,53%41%,79 of 13727 of 50,4 of 51 of 4,80%25%,01,00,7:060:34,,,,,,
UFC Fight Night: McGregor vs Siver,Johnny Case vs. Frankie Perez,Total,Johnny Case,00,22 of 438 of 16,51%50%,27 of 5113 of 21,2 of 21 of 2,100%50%,00,00,2:460:34,,,,,,
UFC Fight Night: McGregor vs Siver,Johnny Case vs. Frankie Perez,Total,Johnny Case,00,25 of 437 of 19,58%36%,37 of 5813 of 25,1 of 20 of 2,50%0%,01,00,3:300:00,,,,,,
UFC Fight Night: McGregor vs Siver,Johnny Case vs. Frankie Perez,Total,Johnny Case,00,12 of 251 of 4,48%25%,15 of 281 of 4,1 of 10 of 0,100%---,00,00,0:500:00,,,,,,
UFC Fight Night: McGregor vs Siver,Johnny Case vs. Frankie Perez,Total,Johnny Case,,,,,,,,,,22 of 438 of 16,51%50%,11 of 283 of 11,5 of 81 of 1,6 of 74 of 4,6 of 178 of 15
UFC Fight Night: McGregor vs Siver,Johnny Case vs. Frankie Perez,Total,Johnny Case,,,,,,,,,,25 of 437 of 19,58%36%,20 of 383 of 13,5 of 52 of 4,0 of 02 of 2,9 of 215 of 17
UFC Fight Night: McGregor vs Siver,Johnny Case vs. Frankie Perez,Total,Johnny Case,,,,,,,,,,12 of 251 of 4,48%25%,9 of 200 of 2,1 of 10 of 1,2 of 41 of 1,6 of 141 of 4
UFC Fight Night: McGregor vs Siver,Charles Rosa vs. Sean Soriano,Total,Charles Rosa,00,37 of 10269 of 109,36%63%,37 of 10372 of 112,5 of 83 of 7,62%42%,40,00,5:363:06,,,,,,
UFC Fight Night: McGregor vs Siver,Charles Rosa vs. Sean Soriano,Total,Charles Rosa,00,20 of 5730 of 58,35%51%,20 of 5733 of 61,2 of 40 of 1,50%0%,00,00,1:410:10,,,,,,
UFC Fight Night: McGregor vs Siver,Charles Rosa vs. Sean Soriano,Total,Charles Rosa,00,9 of 2215 of 23,40%65%,9 of 2215 of 23,2 of 33 of 5,66%60%,20,00,1:211:56,,,,,,
UFC Fight Night: McGregor vs Siver,Charles Rosa vs. Sean Soriano,Total,Charles Rosa,00,8 of 2324 of 28,34%85%,8 of 2424 of 28,1 of 10 of 1,100%0%,20,00,2:341:00,,,,,,
UFC Fight Night: McGregor vs Siver,Charles Rosa vs. Sean Soriano,Total,Charles Rosa,,,,,,,,,,20 of 5730 of 58,35%51%,11 of 4416 of 42,6 of 105 of 6,3 of 39 of 10,17 of 5220 of 40
UFC Fight Night: McGregor vs Siver,Charles Rosa vs. Sean Soriano,Total,Charles Rosa,,,,,,,,,,9 of 2215 of 23,40%65%,8 of 2110 of 18,1 of 11 of 1,0 of 04 of 4,8 of 1912 of 19
UFC Fight Night: McGregor vs Siver,Charles Rosa vs. Sean Soriano,Total,Charles Rosa,,,,,,,,,,8 of 2324 of 28,34%85%,6 of 2015 of 19,1 of 14 of 4,1 of 25 of 5,5 of 1716 of 19
UFC Fight Night: McGregor vs Siver,Sean O'Connell vs. Matt Van Buren,Total,Matt Van Buren,01,100 of 21266 of 141,47%46%,115 of 227109 of 187,0 of 00 of 2,---0%,00,00,0:273:28,,,,,,
UFC Fight Night: McGregor vs Siver,Sean O'Connell vs. Matt Van Buren,Total,Matt Van Buren,00,33 of 6118 of 39,54%46%,43 of 7144 of 66,0 of 00 of 1,---0%,00,00,0:122:29,,,,,,
UFC Fight Night: McGregor vs Siver,Sean O'Connell vs. Matt Van Buren,Total,Matt Van Buren,00,47 of 10019 of 56,47%33%,51 of 10434 of 73,0 of 00 of 1,---0%,00,00,0:150:48,,,,,,
UFC Fight Night: McGregor vs Siver,Sean O'Connell vs. Matt Van Buren,Total,Matt Van Buren,01,20 of 5129 of 46,39%63%,21 of 5231 of 48,0 of 00 of 0,------,00,00,0:000:11,,,,,,
UFC Fight Night: McGregor vs Siver,Sean O'Connell vs. Matt Van Buren,Total,Matt Van Buren,,,,,,,,,,33 of 6118 of 39,54%46%,12 of 3610 of 30,19 of 237 of 8,2 of 21 of 1,18 of 419 of 27
UFC Fight Night: McGregor vs Siver,Sean O'Connell vs. Matt Van Buren,Total,Matt Van Buren,,,,,,,,,,47 of 10019 of 56,47%33%,28 of 789 of 44,17 of 209 of 9,2 of 21 of 3,35 of 8414 of 50
UFC Fight Night: McGregor vs Siver,Sean O'Connell vs. Matt Van Buren,Total,Matt Van Buren,,,,,,,,,,20 of 5129 of 46,39%63%,14 of 4125 of 39,5 of 83 of 5,1 of 21 of 2,19 of 5017 of 33
UFC Fight Night: McGregor vs Siver,Joby Sanchez vs. Tateki Matsuda,Total,Tateki Matsuda,01,55 of 16758 of 211,32%27%,62 of 17767 of 222,0 of 12 of 2,0%100%,01,00,0:042:26,,,,,,
UFC Fight Night: McGregor vs Siver,Joby Sanchez vs. Tateki Matsuda,Total,Tateki Matsuda,01,19 of 4315 of 55,44%27%,20 of 4419 of 59,0 of 00 of 0,------,01,00,0:040:44,,,,,,
UFC Fight Night: McGregor vs Siver,Joby Sanchez vs. Tateki Matsuda,Total,Tateki Matsuda,00,23 of 6417 of 78,35%21%,24 of 6517 of 79,0 of 01 of 1,---100%,00,00,0:000:22,,,,,,
UFC Fight Night: McGregor vs Siver,Joby Sanchez vs. Tateki Matsuda,Total,Tateki Matsuda,00,13 of 6026 of 78,21%33%,18 of 6831 of 84,0 of 11 of 1,0%100%,00,00,0:001:20,,,,,,
UFC Fight Night: McGregor vs Siver,Joby Sanchez vs. Tateki Matsuda,Total,Tateki Matsuda,,,,,,,,,,19 of 4315 of 55,44%27%,11 of 3313 of 51,4 of 51 of 2,4 of 51 of 2,13 of 3610 of 49
UFC Fight Night: McGregor vs Siver,Joby Sanchez vs. Tateki Matsuda,Total,Tateki Matsuda,,,,,,,,,,23 of 6417 of 78,35%21%,20 of 5713 of 74,2 of 64 of 4,1 of 10 of 0,22 of 6013 of 72
UFC Fight Night: McGregor vs Siver,Joby Sanchez vs. Tateki Matsuda,Total,Tateki Matsuda,,,,,,,,,,13 of 6026 of 78,21%33%,13 of 5724 of 75,0 of 32 of 3,0 of 00 of 0,13 of 5819 of 64
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,00,92 of 17858 of 165,51%35%,126 of 21578 of 191,3 of 51 of 8,60%12%,00,00,6:521:36,,,,,,
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,00,25 of 5518 of 48,45%37%,28 of 5821 of 51,1 of 10 of 1,100%0%,00,00,0:280:00,,,,,,
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,00,16 of 3618 of 46,44%39%,21 of 4123 of 52,0 of 10 of 1,0%0%,00,00,1:010:02,,,,,,
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,00,24 of 4315 of 47,55%31%,28 of 4819 of 53,0 of 10 of 2,0%0%,00,00,0:320:22,,,,,,
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,00,16 of 273 of 16,59%18%,23 of 348 of 22,2 of 20 of 0,100%---,00,00,2:350:20,,,,,,
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,00,11 of 174 of 8,64%50%,26 of 347 of 13,0 of 01 of 4,---25%,00,00,2:160:52,,,,,,
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,,,,,,,,,,25 of 5518 of 48,45%37%,13 of 3915 of 44,9 of 101 of 2,3 of 62 of 2,19 of 4812 of 38
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,,,,,,,,,,16 of 3618 of 46,44%39%,7 of 249 of 34,6 of 77 of 9,3 of 52 of 3,9 of 2211 of 34
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,,,,,,,,,,24 of 4315 of 47,55%31%,9 of 2412 of 37,8 of 102 of 4,7 of 91 of 6,16 of 338 of 31
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,,,,,,,,,,16 of 273 of 16,59%18%,9 of 151 of 8,6 of 80 of 3,1 of 42 of 5,5 of 143 of 15
UFC 182: Jones vs Cormier,Jon Jones vs. Daniel Cormier,Total,Jon Jones,,,,,,,,,,11 of 174 of 8,64%50%,5 of 93 of 7,5 of 61 of 1,1 of 20 of 0,2 of 61 of 3
UFC 182: Jones vs Cormier,Donald Cerrone vs. Myles Jury,Total,Donald Cerrone,00,37 of 8315 of 53,44%28%,54 of 10517 of 57,1 of 11 of 7,100%14%,20,10,3:412:01,,,,,,
UFC 182: Jones vs Cormier,Donald Cerrone vs. Myles Jury,Total,Donald Cerrone,00,1 of 30 of 3,33%0%,13 of 202 of 7,0 of 01 of 1,---100%,20,10,3:251:02,,,,,,
UFC 182: Jones vs Cormier,Donald Cerrone vs. Myles Jury,Total,Donald Cerrone,00,12 of 3710 of 34,32%29%,12 of 3710 of 34,0 of 00 of 1,---0%,00,00,0:000:00,,,,,,
UFC 182: Jones vs Cormier,Donald Cerrone vs. Myles Jury,Total,Donald Cerrone,00,24 of 435 of 16,55%31%,29 of 485 of 16,1 of 10 of 5,100%0%,00,00,0:160:59,,,,,,
UFC 182: Jones vs Cormier,Donald Cerrone vs. Myles Jury,Total,Donald Cerrone,,,,,,,,,,1 of 30 of 3,33%0%,0 of 10 of 1,0 of 00 of 0,1 of 20 of 2,1 of 30 of 3
UFC 182: Jones vs Cormier,Donald Cerrone vs. Myles Jury,Total,Donald Cerrone,,,,,,,,,,12 of 3710 of 34,32%29%,1 of 222 of 21,2 of 52 of 2,9 of 106 of 11,12 of 3710 of 34
UFC 182: Jones vs Cormier,Donald Cerrone vs. Myles Jury,Total,Donald Cerrone,,,,,,,,,,24 of 435 of 16,55%31%,5 of 193 of 10,2 of 40 of 3,17 of 202 of 3,16 of 315 of 16
UFC 182: Jones vs Cormier,Brad Tavares vs. Nate Marquardt,Total,Brad Tavares,00,50 of 11930 of 64,42%46%,57 of 12634 of 69,1 of 10 of 7,100%0%,00,00,0:291:27,,,,,,
UFC 182: Jones vs Cormier,Brad Tavares vs. Nate Marquardt,Total,Brad Tavares,00,12 of 3610 of 22,33%45%,12 of 3610 of 22,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC 182: Jones vs Cormier,Brad Tavares vs. Nate Marquardt,Total,Brad Tavares,00,14 of 296 of 14,48%42%,20 of 358 of 17,1 of 10 of 4,100%0%,00,00,0:270:45,,,,,,
UFC 182: Jones vs Cormier,Brad Tavares vs. Nate Marquardt,Total,Brad Tavares,00,24 of 5414 of 28,44%50%,25 of 5516 of 30,0 of 00 of 3,---0%,00,00,0:020:42,,,,,,
UFC 182: Jones vs Cormier,Brad Tavares vs. Nate Marquardt,Total,Brad Tavares,,,,,,,,,,12 of 3610 of 22,33%45%,6 of 294 of 13,3 of 31 of 2,3 of 45 of 7,11 of 359 of 20
UFC 182: Jones vs Cormier,Brad Tavares vs. Nate Marquardt,Total,Brad Tavares,,,,,,,,,,14 of 296 of 14,48%42%,9 of 213 of 7,1 of 10 of 1,4 of 73 of 6,11 of 246 of 14
UFC 182: Jones vs Cormier,Brad Tavares vs. Nate Marquardt,Total,Brad Tavares,,,,,,,,,,24 of 5414 of 28,44%50%,16 of 417 of 19,3 of 65 of 5,5 of 72 of 4,20 of 4611 of 25
UFC 182: Jones vs Cormier,Kyoji Horiguchi vs. Louis Gaudinot,Total,Kyoji Horiguchi,00,44 of 10823 of 89,40%25%,59 of 12329 of 95,1 of 20 of 1,50%0%,02,00,1:580:00,,,,,,
UFC 182: Jones vs Cormier,Kyoji Horiguchi vs. Louis Gaudinot,Total,Kyoji Horiguchi,00,11 of 278 of 29,40%27%,13 of 2910 of 31,0 of 00 of 1,---0%,00,00,0:260:00,,,,,,
UFC 182: Jones vs Cormier,Kyoji Horiguchi vs. Louis Gaudinot,Total,Kyoji Horiguchi,00,17 of 358 of 21,48%38%,29 of 479 of 22,1 of 20 of 0,50%---,01,00,1:020:00,,,,,,
UFC 182: Jones vs Cormier,Kyoji Horiguchi vs. Louis Gaudinot,Total,Kyoji Horiguchi,00,16 of 467 of 39,34%17%,17 of 4710 of 42,0 of 00 of 0,------,01,00,0:300:00,,,,,,
UFC 182: Jones vs Cormier,Kyoji Horiguchi vs. Louis Gaudinot,Total,Kyoji Horiguchi,,,,,,,,,,11 of 278 of 29,40%27%,5 of 203 of 18,4 of 51 of 4,2 of 24 of 7,11 of 276 of 24
UFC 182: Jones vs Cormier,Kyoji Horiguchi vs. Louis Gaudinot,Total,Kyoji Horiguchi,,,,,,,,,,17 of 358 of 21,48%38%,13 of 291 of 10,2 of 41 of 3,2 of 26 of 8,17 of 348 of 21
UFC 182: Jones vs Cormier,Kyoji Horiguchi vs. Louis Gaudinot,Total,Kyoji Horiguchi,,,,,,,,,,16 of 467 of 39,34%17%,12 of 402 of 29,4 of 60 of 3,0 of 05 of 7,15 of 457 of 39
UFC 182: Jones vs Cormier,Paul Felder vs. Danny Castillo,Total,Danny Castillo,01,21 of 5233 of 94,40%35%,21 of 5233 of 94,0 of 20 of 0,0%---,00,00,0:000:02,,,,,,
UFC 182: Jones vs Cormier,Paul Felder vs. Danny Castillo,Total,Danny Castillo,00,15 of 3320 of 63,45%31%,15 of 3320 of 63,0 of 10 of 0,0%---,00,00,0:000:00,,,,,,
UFC 182: Jones vs Cormier,Paul Felder vs. Danny Castillo,Total,Danny Castillo,01,6 of 1913 of 31,31%41%,6 of 1913 of 31,0 of 10 of 0,0%---,00,00,0:000:02,,,,,,
UFC 182: Jones vs Cormier,Paul Felder vs. Danny Castillo,Total,Danny Castillo,,,,,,,,,,15 of 3320 of 63,45%31%,5 of 214 of 45,6 of 72 of 4,4 of 514 of 14,15 of 3320 of 62
UFC 182: Jones vs Cormier,Paul Felder vs. Danny Castillo,Total,Danny Castillo,,,,,,,,,,6 of 1913 of 31,31%41%,4 of 176 of 20,2 of 23 of 7,0 of 04 of 4,6 of 1911 of 28
UFC 182: Jones vs Cormier,Cody Garbrandt vs. Marcus Brimage,Total,Marcus Brimage,02,43 of 13249 of 134,32%36%,48 of 13750 of 135,0 of 01 of 3,---33%,00,00,0:170:29,,,,,,
UFC 182: Jones vs Cormier,Cody Garbrandt vs. Marcus Brimage,Total,Marcus Brimage,00,9 of 3211 of 35,28%31%,9 of 3212 of 36,0 of 01 of 1,---100%,00,00,0:000:25,,,,,,
UFC 182: Jones vs Cormier,Cody Garbrandt vs. Marcus Brimage,Total,Marcus Brimage,00,18 of 5614 of 46,32%30%,18 of 5614 of 46,0 of 00 of 1,---0%,00,00,0:000:00,,,,,,
UFC 182: Jones vs Cormier,Cody Garbrandt vs. Marcus Brimage,Total,Marcus Brimage,02,16 of 4424 of 53,36%45%,21 of 4924 of 53,0 of 00 of 1,---0%,00,00,0:170:04,,,,,,
UFC 182: Jones vs Cormier,Cody Garbrandt vs. Marcus Brimage,Total,Marcus Brimage,,,,,,,,,,9 of 3211 of 35,28%31%,3 of 2310 of 32,2 of 40 of 0,4 of 51 of 3,9 of 3210 of 33
UFC 182: Jones vs Cormier,Cody Garbrandt vs. Marcus Brimage,Total,Marcus Brimage,,,,,,,,,,18 of 5614 of 46,32%30%,13 of 4711 of 41,4 of 82 of 4,1 of 11 of 1,17 of 5314 of 45
UFC 182: Jones vs Cormier,Cody Garbrandt vs. Marcus Brimage,Total,Marcus Brimage,,,,,,,,,,16 of 4424 of 53,36%45%,8 of 3021 of 49,5 of 113 of 4,3 of 30 of 0,16 of 4421 of 47
UFC 182: Jones vs Cormier,Shawn Jordan vs. Jared Cannonier,Total,Shawn Jordan,10,12 of 3110 of 20,38%50%,13 of 3210 of 20,0 of 00 of 0,------,00,00,0:030:00,,,,,,
UFC 182: Jones vs Cormier,Shawn Jordan vs. Jared Cannonier,Total,Shawn Jordan,10,12 of 3110 of 20,38%50%,13 of 3210 of 20,0 of 00 of 0,------,00,00,0:030:00,,,,,,
UFC 182: Jones vs Cormier,Shawn Jordan vs. Jared Cannonier,Total,Shawn Jordan,,,,,,,,,,12 of 3110 of 20,38%50%,10 of 275 of 12,1 of 20 of 1,1 of 25 of 7,8 of 2510 of 20
UFC 182: Jones vs Cormier,Evan Dunham vs. Rodrigo Damm,Total,Evan Dunham,00,152 of 34447 of 153,44%30%,156 of 35047 of 153,1 of 20 of 0,50%---,00,00,0:340:00,,,,,,
UFC 182: Jones vs Cormier,Evan Dunham vs. Rodrigo Damm,Total,Evan Dunham,00,53 of 12111 of 40,43%27%,53 of 12111 of 40,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC 182: Jones vs Cormier,Evan Dunham vs. Rodrigo Damm,Total,Evan Dunham,00,40 of 9212 of 38,43%31%,44 of 9812 of 38,1 of 20 of 0,50%---,00,00,0:340:00,,,,,,
UFC 182: Jones vs Cormier,Evan Dunham vs. Rodrigo Damm,Total,Evan Dunham,00,59 of 13124 of 75,45%32%,59 of 13124 of 75,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC 182: Jones vs Cormier,Evan Dunham vs. Rodrigo Damm,Total,Evan Dunham,,,,,,,,,,53 of 12111 of 40,43%27%,44 of 1079 of 37,6 of 112 of 3,3 of 30 of 0,53 of 12111 of 40
UFC 182: Jones vs Cormier,Evan Dunham vs. Rodrigo Damm,Total,Evan Dunham,,,,,,,,,,40 of 9212 of 38,43%31%,31 of 819 of 35,7 of 93 of 3,2 of 20 of 0,37 of 8711 of 37
UFC 182: Jones vs Cormier,Evan Dunham vs. Rodrigo Damm,Total,Evan Dunham,,,,,,,,,,59 of 13124 of 75,45%32%,50 of 11619 of 67,9 of 153 of 6,0 of 02 of 2,57 of 12824 of 75
UFC 182: Jones vs Cormier,Omari Akhmedov vs. Mats Nilsson,Total,Omari Akhmedov,00,64 of 18433 of 92,34%35%,93 of 21955 of 115,5 of 95 of 6,55%83%,03,00,4:392:56,,,,,,
UFC 182: Jones vs Cormier,Omari Akhmedov vs. Mats Nilsson,Total,Omari Akhmedov,00,32 of 858 of 32,37%25%,36 of 9111 of 35,2 of 42 of 2,50%100%,00,00,0:511:07,,,,,,
UFC 182: Jones vs Cormier,Omari Akhmedov vs. Mats Nilsson,Total,Omari Akhmedov,00,20 of 6216 of 38,32%42%,38 of 8432 of 54,3 of 30 of 0,100%---,00,00,2:460:09,,,,,,
UFC 182: Jones vs Cormier,Omari Akhmedov vs. Mats Nilsson,Total,Omari Akhmedov,00,12 of 379 of 22,32%40%,19 of 4412 of 26,0 of 23 of 4,0%75%,03,00,1:021:40,,,,,,
UFC 182: Jones vs Cormier,Omari Akhmedov vs. Mats Nilsson,Total,Omari Akhmedov,,,,,,,,,,32 of 858 of 32,37%25%,19 of 664 of 28,11 of 161 of 1,2 of 33 of 3,20 of 665 of 28
UFC 182: Jones vs Cormier,Omari Akhmedov vs. Mats Nilsson,Total,Omari Akhmedov,,,,,,,,,,20 of 6216 of 38,32%42%,17 of 5711 of 33,1 of 32 of 2,2 of 23 of 3,12 of 5014 of 35
UFC 182: Jones vs Cormier,Omari Akhmedov vs. Mats Nilsson,Total,Omari Akhmedov,,,,,,,,,,12 of 379 of 22,32%40%,12 of 374 of 17,0 of 02 of 2,0 of 03 of 3,7 of 317 of 19
UFC 182: Jones vs Cormier,Marion Reneau vs. Alexis Dufresne,Total,Alexis Dufresne,00,28 of 11685 of 221,24%38%,33 of 12286 of 222,0 of 30 of 0,0%---,00,00,0:140:16,,,,,,
UFC 182: Jones vs Cormier,Marion Reneau vs. Alexis Dufresne,Total,Alexis Dufresne,00,10 of 4330 of 61,23%49%,15 of 4830 of 61,0 of 10 of 0,0%---,00,00,0:140:00,,,,,,
UFC 182: Jones vs Cormier,Marion Reneau vs. Alexis Dufresne,Total,Alexis Dufresne,00,12 of 3822 of 73,31%30%,12 of 3923 of 74,0 of 10 of 0,0%---,00,00,0:000:12,,,,,,
UFC 182: Jones vs Cormier,Marion Reneau vs. Alexis Dufresne,Total,Alexis Dufresne,00,6 of 3533 of 87,17%37%,6 of 3533 of 87,0 of 10 of 0,0%---,00,00,0:000:04,,,,,,
UFC 182: Jones vs Cormier,Marion Reneau vs. Alexis Dufresne,Total,Alexis Dufresne,,,,,,,,,,10 of 4330 of 61,23%49%,3 of 3119 of 47,2 of 67 of 10,5 of 64 of 4,8 of 3923 of 50
UFC 182: Jones vs Cormier,Marion Reneau vs. Alexis Dufresne,Total,Alexis Dufresne,,,,,,,,,,12 of 3822 of 73,31%30%,3 of 2315 of 60,1 of 13 of 9,8 of 144 of 4,12 of 3820 of 69
UFC 182: Jones vs Cormier,Marion Reneau vs. Alexis Dufresne,Total,Alexis Dufresne,,,,,,,,,,6 of 3533 of 87,17%37%,1 of 2530 of 80,0 of 10 of 3,5 of 93 of 4,6 of 3533 of 87
UFC Fight Night: Machida vs Dollaway,Lyoto Machida vs. CB Dollaway,Total,Lyoto Machida,10,12 of 190 of 2,63%0%,12 of 190 of 2,0 of 00 of 0,------,00,00,0:040:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Lyoto Machida vs. CB Dollaway,Total,Lyoto Machida,10,12 of 190 of 2,63%0%,12 of 190 of 2,0 of 00 of 0,------,00,00,0:040:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Lyoto Machida vs. CB Dollaway,Total,Lyoto Machida,,,,,,,,,,12 of 190 of 2,63%0%,10 of 170 of 1,1 of 10 of 0,1 of 10 of 1,4 of 60 of 2
UFC Fight Night: Machida vs Dollaway,Renan Barao vs. Mitch Gagnon,Total,Renan Barao,10,59 of 13858 of 111,42%52%,64 of 14366 of 119,2 of 40 of 7,50%0%,10,00,2:224:15,,,,,,
UFC Fight Night: Machida vs Dollaway,Renan Barao vs. Mitch Gagnon,Total,Renan Barao,10,17 of 5225 of 47,32%53%,18 of 5326 of 48,0 of 00 of 1,---0%,00,00,0:310:40,,,,,,
UFC Fight Night: Machida vs Dollaway,Renan Barao vs. Mitch Gagnon,Total,Renan Barao,00,25 of 5222 of 47,48%46%,27 of 5423 of 48,0 of 10 of 2,0%0%,00,00,0:422:20,,,,,,
