fighter_name,first_name,last_name,nickname,fighter_url,height,weight,reach,stance,wins,losses,draws
Andre Santos,Andre,Santos,Chatuba,http://www.ufcstats.com/fighter-details/5b5b78116d1fc3eb,"6' 0""",170 lbs.,--,,38,10,0
Gleristone Santos,Gleristone,Santos,Toninho Furia,http://www.ufcstats.com/fighter-details/d12ee718fb35c35c,"5' 9""",145 lbs.,--,,33,7,0
Yana Santos,Yana,Santos,,http://www.ufcstats.com/fighter-details/3143bf892608139a,"5' 6""",135 lbs.,"68.0""",Orthodox,17,8,0
Taila Santos,Taila,Santos,,http://www.ufcstats.com/fighter-details/f7467152fd9f18a2,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,0
Marilia Santos,Marilia,Santos,Chocolate,http://www.ufcstats.com/fighter-details/4cb79988b2a9bd07,"5' 4""",125 lbs.,--,Orthodox,10,3,0
Edivan Santos,Edivan,Santos,Pe De Sapo,http://www.ufcstats.com/fighter-details/78719f6663ad9160,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,1
Daniel Santos,Daniel,Santos,Willycat,http://www.ufcstats.com/fighter-details/b67d6bacc68d4c92,"5' 7""",145 lbs.,"67.0""",Orthodox,14,2,0
Gabriel Santos,Gabriel,Santos,Mosquitinho,http://www.ufcstats.com/fighter-details/f2f140ce7532e327,"5' 9""",145 lbs.,"70.0""",Orthodox,12,2,0
Luana Santos,Luana,Santos,,http://www.ufcstats.com/fighter-details/5078e1dacf9d25f4,"5' 6""",135 lbs.,"67.0""",Orthodox,10,2,0
Djorden Santos,Djorden,Santos,Shakur,http://www.ufcstats.com/fighter-details/312f7d7b2b2f7de4,"6' 0""",185 lbs.,"75.0""",Orthodox,11,2,0
Mairon Santos,Mairon,Santos,The Legend,http://www.ufcstats.com/fighter-details/480779d7f9a424d3,"5' 7""",145 lbs.,"72.0""",Orthodox,18,1,0
Nick Sanzo,Nick,Sanzo,,http://www.ufcstats.com/fighter-details/1d147d4163a6989b,"5' 9""",190 lbs.,--,,1,1,0
Bob Sapp,Bob,Sapp,The Beast,http://www.ufcstats.com/fighter-details/9f3d6ddef3d3cccc,"6' 5""",350 lbs.,--,Orthodox,11,20,0
Daniel Sarafian,Daniel,Sarafian,,http://www.ufcstats.com/fighter-details/7e47047d0971d566,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,0
Jeka Saragih,Jeka,Saragih,,http://www.ufcstats.com/fighter-details/57186c150c645200,"5' 8""",145 lbs.,"69.0""",Orthodox,14,5,0
Diego Saraiva,Diego,Saraiva,The Octopus,http://www.ufcstats.com/fighter-details/4f4dac51adc1af4f,"5' 6""",155 lbs.,--,Orthodox,22,20,1
Gokhan Saricam,Gokhan,Saricam,,http://www.ufcstats.com/fighter-details/1a97a3ef4c758fae,"6' 3""",265 lbs.,"75.0""",Orthodox,12,2,0
Harris Sarmiento,Harris,Sarmiento,The Hitman,http://www.ufcstats.com/fighter-details/026b4f7049085842,"5' 9""",155 lbs.,--,Orthodox,36,26,0
Alexander Sarnavskiy,Alexander,Sarnavskiy,Tiger,http://www.ufcstats.com/fighter-details/2097b1a5ff47dfb0,"5' 11""",155 lbs.,--,,35,6,0
Yuki Sasaki,Yuki,Sasaki,,http://www.ufcstats.com/fighter-details/e5c38954c006f15c,"6' 2""",185 lbs.,--,Orthodox,25,22,2
Kyosuke Sasaki,Kyosuke,Sasaki,,http://www.ufcstats.com/fighter-details/23bd78c3f89bdb54,"5' 7""",183 lbs.,--,Southpaw,3,7,4
Yuta Sasaki,Yuta,Sasaki,Ulka,http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,2
Paul Sass,Paul,Sass,,http://www.ufcstats.com/fighter-details/7b143a54451263d9,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0
Keisuke Sasu,Keisuke,Sasu,Sasuke,http://www.ufcstats.com/fighter-details/b7bcf6dfbbb7c16c,"5' 5""",145 lbs.,"69.0""",Switch,11,3,1
Masaaki Satake,Masaaki,Satake,,http://www.ufcstats.com/fighter-details/f4a031ac205ac580,"6' 1""",220 lbs.,--,Orthodox,1,8,1
Takenori Sato,Takenori,Sato,,http://www.ufcstats.com/fighter-details/276c60b14b571dd4,"5' 10""",170 lbs.,--,Southpaw,19,11,7
Takashi Sato,Takashi,Sato,Ten,http://www.ufcstats.com/fighter-details/8abac218746e04ca,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,0
Shogo Sato,Shogo,Sato,Tora,http://www.ufcstats.com/fighter-details/c982b98d33825763,"5' 7""",170 lbs.,"66.0""",Southpaw,5,1,0
Uran Satybaldiev,Uran,Satybaldiev,Gorilla,http://www.ufcstats.com/fighter-details/02f484417a6fa69d,"6' 4""",205 lbs.,"79.0""",Orthodox,9,1,0
Jeimeson Saudino,Jeimeson,Saudino,The Minion,http://www.ufcstats.com/fighter-details/f6f9d41669dd3eaa,"5' 6""",135 lbs.,--,,8,5,0
Tom Sauer,Tom,Sauer,,http://www.ufcstats.com/fighter-details/36ab6af06e312b41,"6' 1""",263 lbs.,--,,25,12,0
Townsend Saunders,Townsend,Saunders,,http://www.ufcstats.com/fighter-details/20bd6c3e03c46ee6,"5' 5""",170 lbs.,--,Orthodox,0,2,0
Ben Saunders,Ben,Saunders,Killa B,http://www.ufcstats.com/fighter-details/484acc7b0f856ce9,"6' 2""",170 lbs.,"77.0""",Orthodox,22,13,2
Chad W. Saunders,Chad W.,Saunders,,http://www.ufcstats.com/fighter-details/4fe9492959834bf7,"5' 10""",170 lbs.,--,Orthodox,7,2,0
Chris Saunders,Chris,Saunders,The So Cal Kid,http://www.ufcstats.com/fighter-details/b35a159f525764eb,"5' 8""",155 lbs.,--,,16,8,0
Christien Savoie,Christien,Savoie,The Tiger,http://www.ufcstats.com/fighter-details/67f0d1b1b0b39bec,"5' 11""",170 lbs.,"72.0""",Orthodox,10,2,1
Lumumba Sayers,Lumumba,Sayers,,http://www.ufcstats.com/fighter-details/402ea3b5ee233852,"6' 0""",185 lbs.,--,,6,5,0
Matt Sayles,Matt,Sayles,,http://www.ufcstats.com/fighter-details/5b8ba8f5512893b1,"5' 7""",155 lbs.,"68.0""",Orthodox,8,4,0
Brandon Sayles,Brandon,Sayles,Man of War,http://www.ufcstats.com/fighter-details/72b7c071910990b1,"6' 5""",265 lbs.,--,,5,1,0
Mikheil Sazhiniani,Mikheil,Sazhiniani,Spartan,http://www.ufcstats.com/fighter-details/22a1f83edb865aee,"6' 0""",205 lbs.,"71.0""",Orthodox,13,3,0
Mark Scanlon,Mark,Scanlon,,http://www.ufcstats.com/fighter-details/771b60ff889661c8,"5' 9""",170 lbs.,--,Orthodox,9,2,0
Eric Schafer,Eric,Schafer,Red,http://www.ufcstats.com/fighter-details/f59f1d3a2ff13edd,"6' 3""",185 lbs.,"76.0""",Orthodox,14,8,2
Kerry Schall,Kerry,Schall,Meat Truck,http://www.ufcstats.com/fighter-details/030f08370fd1c2bb,"6' 2""",265 lbs.,--,Orthodox,24,13,0
Eric Schambari,Eric,Schambari,,http://www.ufcstats.com/fighter-details/66e981516e2476d1,"5' 11""",185 lbs.,--,Orthodox,15,6,0
Brendan Schaub,Brendan,Schaub,Big Brown,http://www.ufcstats.com/fighter-details/89a407032911e27e,"6' 4""",245 lbs.,"78.0""",Orthodox,10,5,0
Matheus Scheffel,Matheus,Scheffel,Buffa,http://www.ufcstats.com/fighter-details/a296ad1d238d97df,"6' 2""",205 lbs.,"75.0""",Orthodox,14,7,0
Antonio Schembri,Antonio,Schembri,Nino,http://www.ufcstats.com/fighter-details/a3244e3238541482,"5' 9""",205 lbs.,--,Orthodox,5,5,0
Fabiano Scherner,Fabiano,Scherner,Pegaleve,http://www.ufcstats.com/fighter-details/0bc7e61d204f2137,"6' 3""",257 lbs.,--,Orthodox,11,10,0
Samy Schiavo,Samy,Schiavo,,http://www.ufcstats.com/fighter-details/1208ffc5be6e31ad,"5' 8""",155 lbs.,--,Orthodox,10,6,0
Pat Schilling,Pat,Schilling,Thrilling,http://www.ufcstats.com/fighter-details/de12bd65e2f46478,"5' 8""",145 lbs.,--,Orthodox,5,2,0
Joe Schilling,Joe,Schilling,,http://www.ufcstats.com/fighter-details/f41fad444939056b,"6' 3""",185 lbs.,--,,2,5,0
Semmy Schilt,Semmy,Schilt,Hightower,http://www.ufcstats.com/fighter-details/d5ed14b2153c6ed2,"6' 10""",265 lbs.,--,Orthodox,26,14,1
Adam Schindler,Adam,Schindler,,http://www.ufcstats.com/fighter-details/89ea01f5a7ada40c,"5' 8""",155 lbs.,--,,10,6,0
Daniel Schmitt,Daniel,Schmitt,,http://www.ufcstats.com/fighter-details/bd02e222a6166d50,--,185 lbs.,--,,2,3,0
Colleen Schneider,Colleen,Schneider,,http://www.ufcstats.com/fighter-details/aa943b9bc00cb0ed,--,135 lbs.,--,,11,7,0
Matt Schnell,Matt,Schnell,Danger,http://www.ufcstats.com/fighter-details/67c1d46f4ed16f9e,"5' 8""",125 lbs.,"70.0""",Orthodox,17,10,0
Alex Schoenauer,Alex,Schoenauer,,http://www.ufcstats.com/fighter-details/fdfef29ba17ee525,"6' 3""",185 lbs.,--,Orthodox,15,10,0
Bailey Schoenfelder,Bailey,Schoenfelder,Berserk,http://www.ufcstats.com/fighter-details/b0353e7f5038dd09,"6' 3""",265 lbs.,"76.0""",Orthodox,5,1,0
Darrill Schoonover,Darrill,Schoonover,The Boss,http://www.ufcstats.com/fighter-details/5a558ba1ff5e9121,"6' 2""",220 lbs.,--,Orthodox,14,8,0
Bob Schrijber,Bob,Schrijber,Dirty,http://www.ufcstats.com/fighter-details/d86e913c548c07c2,"6' 0""",240 lbs.,--,Orthodox,20,17,1
Nate Schroeder,Nate,Schroeder,,http://www.ufcstats.com/fighter-details/040426baba8a45e8,"6' 1""",230 lbs.,--,,11,10,0
Lacey Schuckman,Lacey,Schuckman,,http://www.ufcstats.com/fighter-details/e44c679c30403cba,"5' 3""",125 lbs.,--,,11,10,0
Mark Schultz,Mark,Schultz,,http://www.ufcstats.com/fighter-details/c1684f00c626f4c0,"5' 9""",200 lbs.,--,Orthodox,1,1,0
Wes Schultz,Wes,Schultz,Party Time,http://www.ufcstats.com/fighter-details/b4443fae47e7eb9d,"6' 1""",185 lbs.,"77.0""",Orthodox,8,3,0
Brian Schwartz,Brian,Schwartz,,http://www.ufcstats.com/fighter-details/99c80d2bd5dbe5a9,"6' 3""",170 lbs.,--,Orthodox,1,1,0
Eric Schwartz,Eric,Schwartz,,http://www.ufcstats.com/fighter-details/79cbdf233e5e0496,--,205 lbs.,--,,2,0,0
Justin Scoggins,Justin,Scoggins,,http://www.ufcstats.com/fighter-details/9fa568ad2bf2cb0b,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0
Brad Scott,Brad,Scott,Bear,http://www.ufcstats.com/fighter-details/34e552520a934063,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0
Greg Scott,Greg,Scott,,http://www.ufcstats.com/fighter-details/0b235384fe23fc9c,"5' 9""",145 lbs.,--,,3,4,0
Louis Lee Scott,Louis Lee,Scott,Lightning,http://www.ufcstats.com/fighter-details/4327506eb9ee342f,"5' 8""",135 lbs.,"70.0""",Orthodox,10,0,0
Zachary Scroggin,Zachary,Scroggin,,http://www.ufcstats.com/fighter-details/03dee485905dbc9f,"6' 3""",170 lbs.,"74.0""",Orthodox,7,1,0
Mike Seal,Mike,Seal,Crazy Boy,http://www.ufcstats.com/fighter-details/0c01568b1ac77bff,"6' 4""",185 lbs.,--,Orthodox,13,15,1
Demba Seck,Demba,Seck,Black Tiger,http://www.ufcstats.com/fighter-details/b9af9f8834e39d3e,"6' 1""",145 lbs.,"74.0""",Orthodox,10,3,0
Matt Secor,Matt,Secor,,http://www.ufcstats.com/fighter-details/d1ce40aca99a9b70,"6' 0""",170 lbs.,--,,8,4,0
Kenneth Seegrist,Kenneth,Seegrist,,http://www.ufcstats.com/fighter-details/55e94a9b525dcf45,"6' 0""",185 lbs.,--,Orthodox,4,7,0
Neil Seery,Neil,Seery,2Tap,http://www.ufcstats.com/fighter-details/49a74b9fb2e45fdf,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0
Rony Sefo,Rony,Sefo,,http://www.ufcstats.com/fighter-details/d6b68eaf4b68b160,"5' 9""",225 lbs.,--,Orthodox,0,2,0
Ray Sefo,Ray,Sefo,Sugarfoot,http://www.ufcstats.com/fighter-details/646d5dbe509accd4,"6' 0""",240 lbs.,--,Orthodox,2,2,0
Brendan Seguin,Brendan,Seguin,,http://www.ufcstats.com/fighter-details/e4bb7e483c4ad318,"6' 0""",185 lbs.,--,,23,19,1
Tetsuya Seki,Tetsuya,Seki,,http://www.ufcstats.com/fighter-details/5e1062e066c601e6,"5' 10""",155 lbs.,--,,14,8,1
Stefan Sekulic,Stefan,Sekulic,,http://www.ufcstats.com/fighter-details/348dff4e03bd18c6,"6' 0""",170 lbs.,"75.0""",Southpaw,12,4,0
Pete Sell,Pete,Sell,Drago,http://www.ufcstats.com/fighter-details/0359313549d230a1,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0
Matthew Semelsberger,Matthew,Semelsberger,Semi The Jedi,http://www.ufcstats.com/fighter-details/4aa58269d0664b5b,"6' 1""",170 lbs.,"75.0""",Switch,11,8,0
Andrei Semenov,Andrei,Semenov,,http://www.ufcstats.com/fighter-details/5f2f0da6fd6a84fd,"6' 0""",185 lbs.,--,Orthodox,34,9,2
Mackens Semerzier,Mackens,Semerzier,Da Menace,http://www.ufcstats.com/fighter-details/51b1e2fd9872005b,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0
Brandon Sene,Brandon,Sene,,http://www.ufcstats.com/fighter-details/3ed134d85dfbd7b4,"5' 11""",205 lbs.,--,,2,2,0
YeDam Seo,YeDam,Seo,,http://www.ufcstats.com/fighter-details/762572d67204fadb,"5' 3""",115 lbs.,"63.0""",Orthodox,7,4,0
DongHyun Seo,DongHyun,Seo,Pinnacle,http://www.ufcstats.com/fighter-details/0505e27a5d00704a,"5' 7""",145 lbs.,"67.0""",Orthodox,7,3,1
Kim In Seok,Kim In,Seok,,http://www.ufcstats.com/fighter-details/88b250ba222c3a98,"5' 6""",145 lbs.,--,Orthodox,3,6,0
Ray Seraille,Ray,Seraille,,http://www.ufcstats.com/fighter-details/2f04c4183523be2e,"6' 3""",246 lbs.,--,,8,9,0
Ivan Serati,Ivan,Serati,,http://www.ufcstats.com/fighter-details/b23fca14c7b79935,"6' 0""",205 lbs.,--,Orthodox,12,4,0
Alex Serdyukov,Alex,Serdyukov,The Russian Crusher,http://www.ufcstats.com/fighter-details/253d3f9e97ca149a,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0
Nicholas Sergiacomi,Nicholas,Sergiacomi,,http://www.ufcstats.com/fighter-details/efab191f204ffa17,--,170 lbs.,--,,1,1,0
Matt Serra,Matt,Serra,The Terra,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0
Nick Serra,Nick,Serra,The Mad Monkey,http://www.ufcstats.com/fighter-details/1975c2272ba40e71,"5' 9""",170 lbs.,--,Orthodox,7,3,0
Adrian Serrano,Adrian,Serrano,,http://www.ufcstats.com/fighter-details/e7ec11096eac0282,"5' 8""",170 lbs.,--,,56,29,4
Fredy Serrano,Fredy,Serrano,El Profe,http://www.ufcstats.com/fighter-details/0ccab7c889ede9ea,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0
Carl Seumanutafa,Carl,Seumanutafa,,http://www.ufcstats.com/fighter-details/dadaeb402526dca5,"6' 1""",255 lbs.,--,Orthodox,10,8,0
Igor Severino,Igor,Severino,,http://www.ufcstats.com/fighter-details/6ad8e4296f7522d9,"5' 7""",125 lbs.,"69.0""",Orthodox,8,1,0
Dan Severn,Dan,Severn,The Beast,http://www.ufcstats.com/fighter-details/c670aa48827d6be6,"6' 2""",250 lbs.,--,Southpaw,101,19,1
Rosi Sexton,Rosi,Sexton,The Surgeon,http://www.ufcstats.com/fighter-details/5dfe71ade71f3a4b,"5' 3""",135 lbs.,--,Orthodox,13,5,0
Rodrigo Sezinando,Rodrigo,Sezinando,,http://www.ufcstats.com/fighter-details/c06d6b18862f9a53,"5' 9""",170 lbs.,"71.0""",Orthodox,9,2,0
Scott Shaffer,Scott,Shaffer,,http://www.ufcstats.com/fighter-details/5c38639f860a5542,"5' 7""",145 lbs.,--,Orthodox,0,1,0
Edmen Shahbazyan,Edmen,Shahbazyan,The Golden Boy,http://www.ufcstats.com/fighter-details/4144798612ef96e5,"6' 2""",185 lbs.,"75.0""",Orthodox,16,5,0
Leon Shahbazyan,Leon,Shahbazyan,,http://www.ufcstats.com/fighter-details/9eed2bcc9e0b92af,"6' 4""",170 lbs.,"74.0""",Orthodox,7,2,0
Don Shainis,Don,Shainis,Shameless,http://www.ufcstats.com/fighter-details/da4628f173337902,"5' 6""",145 lbs.,"67.0""",Orthodox,12,5,0
Liliya Shakirova,Liliya,Shakirova,,http://www.ufcstats.com/fighter-details/f300763147320d12,"5' 4""",125 lbs.,"65.0""",Orthodox,8,2,0
Kamal Shalorus,Kamal,Shalorus,Prince of Persia,http://www.ufcstats.com/fighter-details/ece280745f8727b8,"5' 8""",155 lbs.,"68.0""",Orthodox,9,5,2
Ken Shamrock,Ken,Shamrock,The World's Most Dangerous Man,http://www.ufcstats.com/fighter-details/63b65af1c5cb02cb,"6' 1""",205 lbs.,"72.0""",Orthodox,28,17,2
Frank Shamrock,Frank,Shamrock,,http://www.ufcstats.com/fighter-details/fcaae0385b514f11,"5' 10""",185 lbs.,--,Orthodox,23,10,2
Shang Zhifa,Shang,Zhifa,Northeast Flying Tiger,http://www.ufcstats.com/fighter-details/5a7350645bc9bd6e,"5' 7""",125 lbs.,"63.0""",Orthodox,32,8,0
Sean Sharaf,Sean,Sharaf,The Smoke,http://www.ufcstats.com/fighter-details/0f3a990526c5e706,"6' 3""",252 lbs.,"77.0""",Orthodox,4,2,0
Priya Sharma,Priya,Sharma,The Catwoman,http://www.ufcstats.com/fighter-details/5f23eaf9e9c34667,"5' 1""",115 lbs.,"59.0""",Orthodox,5,2,0
Jason Sharp,Jason,Sharp,,http://www.ufcstats.com/fighter-details/285e32e41f61a5b1,--,205 lbs.,--,,3,3,0
Eric Shelton,Eric,Shelton,Showtime,http://www.ufcstats.com/fighter-details/a0c64f272b65d441,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0
Sean Sherk,Sean,Sherk,The Muscle Shark,http://www.ufcstats.com/fighter-details/029880cdbf5ca089,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1
Chase Sherman,Chase,Sherman,The Vanilla Gorilla,http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,"6' 4""",250 lbs.,"78.0""",Orthodox,16,12,0
Valentina Shevchenko,Valentina,Shevchenko,Bullet,http://www.ufcstats.com/fighter-details/132deb59abae64b1,"5' 5""",125 lbs.,"66.0""",Southpaw,26,4,1
Antonina Shevchenko,Antonina,Shevchenko,La Pantera,http://www.ufcstats.com/fighter-details/d7338bcb141abd2c,"5' 8""",125 lbs.,"67.0""",Southpaw,10,4,0
Shi Ming,Shi,Ming,,http://www.ufcstats.com/fighter-details/d683f4870742b273,"5' 2""",115 lbs.,"60.0""",Orthodox,17,6,0
Katsuyori Shibata,Katsuyori,Shibata,,http://www.ufcstats.com/fighter-details/d4da8995fc91e7ef,"6' 0""",168 lbs.,--,Orthodox,4,11,1
Jake Shields,Jake,Shields,,http://www.ufcstats.com/fighter-details/fe435e440b5de0ff,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1
Henrique Shiguemoto,Henrique,Shiguemoto,,http://www.ufcstats.com/fighter-details/5d1700cfbaafbe06,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1
Shunichi Shimizu,Shunichi,Shimizu,,http://www.ufcstats.com/fighter-details/10657c60ce349e0f,"5' 5""",135 lbs.,--,Orthodox,30,18,11
Youmin Shin,Youmin,Shin,,http://www.ufcstats.com/fighter-details/b94ac19bad67a389,--,135 lbs.,--,,6,1,0
Wade Shipp,Wade,Shipp,The Nightmare,http://www.ufcstats.com/fighter-details/a9a314cc77d90b6e,"6' 3""",245 lbs.,--,Orthodox,11,5,0
Raja Shippen,Raja,Shippen,,http://www.ufcstats.com/fighter-details/d9e1942637bd57a4,"5' 6""",145 lbs.,--,,18,11,1
Yuya Shirai,Yuya,Shirai,,http://www.ufcstats.com/fighter-details/a79bfbc01b2264d6,"5' 8""",168 lbs.,--,Orthodox,26,14,2
Wes Shivers,Wes,Shivers,,http://www.ufcstats.com/fighter-details/ad863b0d57952c57,"6' 8""",--,--,,7,1,0
Alexander Shlemenko,Alexander,Shlemenko,Storm,http://www.ufcstats.com/fighter-details/ed3ea649b34ddb6c,"5' 11""",185 lbs.,--,,56,9,0
Josh Shockley,Josh,Shockley,,http://www.ufcstats.com/fighter-details/1d36f1ac66cf689d,"6' 1""",155 lbs.,--,Orthodox,11,4,0
Josh Shockman,Josh,Shockman,The War Hammer,http://www.ufcstats.com/fighter-details/821cd80aab70d5f9,"6' 4""",235 lbs.,--,Southpaw,6,3,0
Akira Shoji,Akira,Shoji,,http://www.ufcstats.com/fighter-details/b0c95dc8e858452c,"5' 8""",195 lbs.,--,Orthodox,14,17,5
Liudvik Sholinian,Liudvik,Sholinian,Palmeyros,http://www.ufcstats.com/fighter-details/1a54231796e24a3f,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,1
Jack Shore,Jack,Shore,Tank,http://www.ufcstats.com/fighter-details/b8a85389d115e35a,"5' 8""",145 lbs.,"71.0""",Orthodox,17,3,0
Landon Showalter,Landon,Showalter,The Show,http://www.ufcstats.com/fighter-details/35cc17760b06f36d,"6' 0""",185 lbs.,--,,11,19,1
Ivan Shtyrkov,Ivan,Shtyrkov,Ural Hulk,http://www.ufcstats.com/fighter-details/1f4b1d7d12601c5f,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1
Brandon Shuey,Brandon,Shuey,Big Dawg,http://www.ufcstats.com/fighter-details/585f9ffdb0cd0466,"5' 7""",155 lbs.,--,Orthodox,7,6,0
Ronal Siahaan,Ronal,Siahaan,Naga Sakti,http://www.ufcstats.com/fighter-details/762226efa2b01654,"5' 7""",125 lbs.,"71.0""",Southpaw,7,1,0
Sam Sicilia,Sam,Sicilia,,http://www.ufcstats.com/fighter-details/b8aef0faf4ce9b31,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0
Kiril Sidelnikov,Kiril,Sidelnikov,,http://www.ufcstats.com/fighter-details/cf772fb504842dc3,"5' 11""",230 lbs.,--,,11,4,0
Serhiy Sidey,Serhiy,Sidey,,http://www.ufcstats.com/fighter-details/1a2bf44edb8055b6,"5' 11""",135 lbs.,"72.0""",Switch,12,2,0
Steven Siler,Steven,Siler,Super,http://www.ufcstats.com/fighter-details/d188a3b817860ec6,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0
Siala Siliga,Siala,Siliga,Mighty Mo,http://www.ufcstats.com/fighter-details/3cf68c1d17f66af7,"6' 1""",290 lbs.,--,Orthodox,12,5,0
Xavier Siller,Xavier,Siller,Young Guns,http://www.ufcstats.com/fighter-details/9a08c2753184ac6d,"5' 5""",125 lbs.,--,,5,5,0
Assuerio Silva,Assuerio,Silva,,http://www.ufcstats.com/fighter-details/e091482fa6648261,"5' 10""",241 lbs.,--,Orthodox,16,8,0
Anderson Silva,Anderson,Silva,The Spider,http://www.ufcstats.com/fighter-details/1f454354805b6f75,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0
Wanderlei Silva,Wanderlei,Silva,The Axe Murderer,http://www.ufcstats.com/fighter-details/a1f6999fe57236e0,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1
Thiago Silva,Thiago,Silva,,http://www.ufcstats.com/fighter-details/2924886ee9c4c527,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0
Paulo Cesar Silva,Paulo Cesar,Silva,Giant,http://www.ufcstats.com/fighter-details/55b8dc4e54fe2c59,"7' 5""",385 lbs.,--,Orthodox,2,6,0
Jean Silva,Jean,Silva,White Bear,http://www.ufcstats.com/fighter-details/9211aae062b799d6,"5' 6""",160 lbs.,--,Orthodox,19,12,3
Edson Silva,Edson,Silva,Paredao,http://www.ufcstats.com/fighter-details/a1153013cb5f628f,--,205 lbs.,--,Orthodox,14,12,0
Sidney Silva,Sidney,Silva,,http://www.ufcstats.com/fighter-details/a6c32678efd4f434,"6' 3""",170 lbs.,--,Southpaw,8,4,0
Jay Silva,Jay,Silva,,http://www.ufcstats.com/fighter-details/53bb0d40905b87c0,"6' 2""",185 lbs.,--,Southpaw,10,11,1
Antonio Silva,Antonio,Silva,Bigfoot,http://www.ufcstats.com/fighter-details/8349d55cdecd393a,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1
Fabio Silva,Fabio,Silva,,http://www.ufcstats.com/fighter-details/2ba479b409011527,"5' 11""",205 lbs.,--,Orthodox,1,8,0
Erick Silva,Erick,Silva,,http://www.ufcstats.com/fighter-details/5866fc86183a9fb8,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0
Leandro Silva,Leandro,Silva,Buscape,http://www.ufcstats.com/fighter-details/159da492e000afbf,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1
Claudio Silva,Claudio,Silva,Hannibal,http://www.ufcstats.com/fighter-details/6f7c616b98e18c29,"5' 11""",170 lbs.,"71.0""",Southpaw,14,4,0
Wagner Silva,Wagner,Silva,Wagnao,http://www.ufcstats.com/fighter-details/fb79582c410d049e,"6' 0""",170 lbs.,--,Orthodox,6,3,0
Rafael Silva,Rafael,Silva,Morcego,http://www.ufcstats.com/fighter-details/a31358d90d4bb40a,"5' 7""",135 lbs.,--,,28,6,0
Joaquim Silva,Joaquim,Silva,Netto BJJ,http://www.ufcstats.com/fighter-details/ae7fe94f117f98cf,"5' 8""",155 lbs.,"69.0""",Southpaw,14,6,0
Felipe Silva,Felipe,Silva,,http://www.ufcstats.com/fighter-details/1b38a2b897f6209c,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0
Dayana Silva,Dayana,Silva,,http://www.ufcstats.com/fighter-details/b19aecbfbb5508cc,"5' 7""",135 lbs.,--,Orthodox,7,4,0
Bruno Silva,Bruno,Silva,Bulldog,http://www.ufcstats.com/fighter-details/294aa73dbf37d281,"5' 4""",125 lbs.,"65.0""",Orthodox,15,8,2
Bruno Silva,Bruno,Silva,Blindado,http://www.ufcstats.com/fighter-details/12ebd7d157e91701,"6' 0""",185 lbs.,"74.0""",Orthodox,23,13,0
Gabriel Silva,Gabriel,Silva,,http://www.ufcstats.com/fighter-details/002ca196477ce572,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0
Jacob Silva,Jacob,Silva,Lil Animal,http://www.ufcstats.com/fighter-details/f6f2ea21a67be3a7,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0
Natalia Silva,Natalia,Silva,,http://www.ufcstats.com/fighter-details/262d32ebda89efc4,"5' 4""",125 lbs.,"65.0""",Southpaw,20,5,1
Jansey Silva,Jansey,Silva,Jones,http://www.ufcstats.com/fighter-details/0d09efd31eb9fadf,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0
Maria Silva,Maria,Silva,Viuva Negra,http://www.ufcstats.com/fighter-details/4408865b4e65e374,"5' 3""",115 lbs.,"64.0""",Orthodox,8,1,0
Karine Silva,Karine,Silva,Killer,http://www.ufcstats.com/fighter-details/9d62c2d8ee151f08,"5' 5""",125 lbs.,"67.0""",Orthodox,19,7,0
