fighter_name,first_name,last_name,nickname,fighter_url,height,weight,reach,stance,wins,losses,draws
Kleydson Rodrigues,Kleydson,Rodrigues,KR,http://www.ufcstats.com/fighter-details/102a8fdf8cbf7467,"5' 5""",135 lbs.,"67.0""",Orthodox,8,4,0
Levi Rodrigues Jr.,Levi,Rodrigues Jr.,Baby Monster,http://www.ufcstats.com/fighter-details/9ac4e43ed56429ed,"6' 0""",205 lbs.,"76.0""",Orthodox,6,0,0
Paul Rodriguez,Paul,Rodriguez,,http://www.ufcstats.com/fighter-details/26eddcda9d6b2ffe,"5' 7""",155 lbs.,--,Orthodox,10,9,2
Ricco Rodriguez,Ricco,Rodriguez,Suave,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,"6' 4""",265 lbs.,--,Orthodox,53,25,0
Manuel Rodriguez,Manuel,Rodriguez,Chalate,http://www.ufcstats.com/fighter-details/5a6e4d2f0c76a242,"5' 9""",170 lbs.,--,Orthodox,11,5,0
Yair Rodriguez,Yair,Rodriguez,El Pantera,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443,"5' 11""",145 lbs.,"71.0""",Orthodox,21,6,0
Mike Rodriguez,Mike,Rodriguez,Slo Mike,http://www.ufcstats.com/fighter-details/18b602842a24f7c5,"6' 4""",205 lbs.,"82.0""",Southpaw,11,7,0
Marina Rodriguez,Marina,Rodriguez,,http://www.ufcstats.com/fighter-details/cd2c4d30c6e13b47,"5' 6""",115 lbs.,"65.0""",Orthodox,17,6,2
Daniel Rodriguez,Daniel,Rodriguez,D-Rod,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6,"6' 1""",170 lbs.,"74.0""",Southpaw,20,5,0
Ray Rodriguez,Ray,Rodriguez,The Judge,http://www.ufcstats.com/fighter-details/90e0985df05e51bc,"5' 7""",135 lbs.,"70.0""",Orthodox,16,8,0
Ronaldo Rodriguez,Ronaldo,Rodriguez,Lazy Boy,http://www.ufcstats.com/fighter-details/f2900678e98f6d6a,"5' 6""",125 lbs.,"65.0""",Orthodox,17,3,0
Drako Rodriguez,Drako,Rodriguez,,http://www.ufcstats.com/fighter-details/dc3b9cf7641b7ab6,"5' 8""",135 lbs.,"69.0""",Orthodox,7,3,0
Victor Rodriguez,Victor,Rodriguez,Vicious,http://www.ufcstats.com/fighter-details/f6e5972c9d16c40e,"5' 5""",125 lbs.,"67.0""",Switch,7,4,0
Piera Rodriguez,Piera,Rodriguez,La Fiera,http://www.ufcstats.com/fighter-details/e375cb5caf4717b6,"5' 3""",115 lbs.,"63.0""",Orthodox,12,2,0
Christian Rodriguez,Christian,Rodriguez,Ceerod,http://www.ufcstats.com/fighter-details/5ec591b78349ba7e,"5' 7""",145 lbs.,"71.0""",Orthodox,12,4,0
Pete Rodriguez,Pete,Rodriguez,Dead Game,http://www.ufcstats.com/fighter-details/776d4262c4da38bf,"5' 9""",170 lbs.,"71.0""",Switch,5,2,0
Imanol Rodriguez,Imanol,Rodriguez,Himan,http://www.ufcstats.com/fighter-details/6e8349a0a0476d60,"5' 4""",125 lbs.,"64.0""",Orthodox,7,0,0
Nick Roehrick,Nick,Roehrick,,http://www.ufcstats.com/fighter-details/7195e2a932686f82,"6' 2""",205 lbs.,--,Orthodox,7,1,0
Marcos Rogerio de Lima,Marcos,Rogerio de Lima,Pezao,http://www.ufcstats.com/fighter-details/ab943cd2c3c17825,"6' 1""",253 lbs.,"75.0""",Orthodox,22,10,1
Brett Rogers,Brett,Rogers,The Grim,http://www.ufcstats.com/fighter-details/9141bb39310773c7,"6' 5""",265 lbs.,"81.0""",Orthodox,17,10,0
Brian Rogers,Brian,Rogers,The Professional Predator,http://www.ufcstats.com/fighter-details/f304aff405c4a8fa,"5' 11""",185 lbs.,--,,14,9,0
Pete Rogers Jr.,Pete,Rogers Jr.,The Heat,http://www.ufcstats.com/fighter-details/36f3d235493d35ad,"6' 0""",145 lbs.,--,,2,4,0
Max Rohskopf,Max,Rohskopf,Rated R,http://www.ufcstats.com/fighter-details/59a27d2e6d0802ac,"6' 1""",155 lbs.,"71.0""",Orthodox,5,1,0
Marcelo Rojo,Marcelo,Rojo,Pitbull,http://www.ufcstats.com/fighter-details/2804ce8dadab5770,"5' 8""",145 lbs.,"71.0""",Orthodox,16,10,0
Shane Roller,Shane,Roller,,http://www.ufcstats.com/fighter-details/75e0d3cc2262b732,"5' 10""",155 lbs.,"72.0""",Orthodox,11,7,0
Jared Rollins,Jared,Rollins,J-Roc,http://www.ufcstats.com/fighter-details/c4b6099f0d25f75e,"5' 9""",170 lbs.,--,Orthodox,8,4,0
Tim Roman,Tim,Roman,,http://www.ufcstats.com/fighter-details/3b83fec860a45ca1,"6' 1""",170 lbs.,--,,3,4,0
Alexandr Romanov,Alexandr,Romanov,King Kong,http://www.ufcstats.com/fighter-details/c0badf3243907e59,"6' 2""",262 lbs.,"75.0""",Southpaw,18,3,0
Ricardo Romero,Ricardo,Romero,,http://www.ufcstats.com/fighter-details/744e098e065cfdbe,"6' 0""",205 lbs.,"76.0""",Orthodox,11,3,0
Yoel Romero,Yoel,Romero,Soldier of God,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d,"6' 0""",185 lbs.,"73.0""",Southpaw,13,5,0
Anthony Romero,Anthony,Romero,The Genius,http://www.ufcstats.com/fighter-details/6f81399074fcdbba,"5' 11""",155 lbs.,"70.0""",Orthodox,8,0,0
Kaleio Romero,Kaleio,Romero,KO,http://www.ufcstats.com/fighter-details/33df417d0017eb0c,"5' 10""",145 lbs.,"69.0""",Switch,6,2,0
Roberto Romero,Roberto,Romero,El Charro Negro,http://www.ufcstats.com/fighter-details/15ea371202eb25e1,"5' 8""",145 lbs.,"70.0""",Orthodox,8,5,1
Mara Romero Borella,Mara,Romero Borella,,http://www.ufcstats.com/fighter-details/82cbb809d5ee565c,"5' 6""",125 lbs.,"69.0""",Orthodox,12,9,0
Cortavious Romious,Cortavious,Romious,,http://www.ufcstats.com/fighter-details/8173f134396cb971,"5' 4""",135 lbs.,"68.0""",Southpaw,9,4,0
Juancamilo Ronderos,Juancamilo,Ronderos,100,http://www.ufcstats.com/fighter-details/4a043165cf47cab2,"5' 3""",125 lbs.,"64.0""",Southpaw,4,2,0
Rongzhu,,Rongzhu,,http://www.ufcstats.com/fighter-details/a13d755965a4ec9f,"5' 9""",155 lbs.,"71.0""",Orthodox,27,6,0
Jesse Ronson,Jesse,Ronson,The Body Snatcher,http://www.ufcstats.com/fighter-details/5580771f383e141f,"5' 10""",155 lbs.,"70.0""",Southpaw,21,12,0
George Roop,George,Roop,,http://www.ufcstats.com/fighter-details/3c0437fbeda06962,"6' 1""",135 lbs.,"72.0""",Orthodox,15,13,1
Joao Roque,Joao,Roque,,http://www.ufcstats.com/fighter-details/0f6528b461e47462,"5' 6""",155 lbs.,--,Orthodox,7,2,4
Aaron Rosa,Aaron,Rosa,,http://www.ufcstats.com/fighter-details/11f8860028b68fcf,"6' 4""",205 lbs.,"77.0""",Orthodox,18,6,0
Charles Rosa,Charles,Rosa,Boston Strong,http://www.ufcstats.com/fighter-details/40093d1d2d78394e,"5' 9""",145 lbs.,"69.0""",Switch,14,8,0
Karol Rosa,Karol,Rosa,,http://www.ufcstats.com/fighter-details/351c4ec637380ad5,"5' 5""",135 lbs.,"67.0""",Orthodox,19,7,0
Jacob Rosales,Jacob,Rosales,The Lil Badger,http://www.ufcstats.com/fighter-details/f7faf5b19e0dec2e,"5' 11""",155 lbs.,"74.0""",Orthodox,13,7,0
Raul Rosas Jr.,Raul,Rosas Jr.,El Nino Problema,http://www.ufcstats.com/fighter-details/fe2babf95de24fb1,"5' 9""",135 lbs.,"67.0""",Switch,12,1,0
Hilarie Rose,Hilarie,Rose,,http://www.ufcstats.com/fighter-details/b9163ec845c3bfc8,"5' 3""",115 lbs.,"63.0""",Orthodox,4,2,0
Jake Rosholt,Jake,Rosholt,,http://www.ufcstats.com/fighter-details/4f2fcbefb668689d,"6' 1""",185 lbs.,--,Orthodox,12,5,0
Jared Rosholt,Jared,Rosholt,,http://www.ufcstats.com/fighter-details/91ea901c458e95dd,"6' 2""",265 lbs.,"75.0""",Orthodox,14,4,0
Kevin Rosier,Kevin,Rosier,,http://www.ufcstats.com/fighter-details/598a58db87b890ee,"6' 4""",275 lbs.,--,Orthodox,2,6,0
Zach Rosol,Zach,Rosol,,http://www.ufcstats.com/fighter-details/208b6926916867c7,--,243 lbs.,--,,3,2,0
Shannon Ross,Shannon,Ross,The Turkish Delight,http://www.ufcstats.com/fighter-details/51c655162e462ceb,"5' 6""",125 lbs.,"66.0""",Switch,13,9,0
Nick Rossborough,Nick,Rossborough,Leatherface,http://www.ufcstats.com/fighter-details/ff3a915256b899c0,"6' 5""",205 lbs.,--,,26,19,1
Kristian Rothaermel,Kristian,Rothaermel,,http://www.ufcstats.com/fighter-details/af49a6c491ca22a3,"6' 0""",205 lbs.,--,Open Stance,4,3,0
Ben Rothwell,Ben,Rothwell,,http://www.ufcstats.com/fighter-details/bd58d34e39b7b12a,"6' 4""",265 lbs.,"78.0""",Orthodox,39,14,0
Rick Roufus,Rick,Roufus,,http://www.ufcstats.com/fighter-details/872b018076f831b0,"6' 0""",207 lbs.,--,Southpaw,4,6,0
Khalil Rountree Jr.,Khalil,Rountree Jr.,,http://www.ufcstats.com/fighter-details/749f572d1d3161fb,"6' 1""",205 lbs.,"76.0""",Southpaw,15,7,0
Ronda Rousey,Ronda,Rousey,Rowdy,http://www.ufcstats.com/fighter-details/8bdac25ce0bb874d,"5' 7""",135 lbs.,"66.0""",Orthodox,12,2,0
Ray Routh,Ray,Routh,,http://www.ufcstats.com/fighter-details/cba3a2dfbc06ce79,"5' 8""",185 lbs.,--,Orthodox,2,1,0
Roberta Rovel,Roberta,Rovel,Crusher,http://www.ufcstats.com/fighter-details/9d7fbf438766791f,"5' 8""",145 lbs.,--,,4,1,0
Phil Rowe,Phil,Rowe,The Fresh Prince,http://www.ufcstats.com/fighter-details/8e382b585a92affe,"6' 3""",170 lbs.,"80.0""",Orthodox,11,7,0
Cam Rowston,Cam,Rowston,,http://www.ufcstats.com/fighter-details/8ebc3a8da015d70c,"6' 3""",185 lbs.,"78.0""",Orthodox,14,3,0
Kain Royer,Kain,Royer,,http://www.ufcstats.com/fighter-details/712aa894b3a344df,--,185 lbs.,--,,2,2,0
Brad Royster,Brad,Royster,,http://www.ufcstats.com/fighter-details/09f8c233de88998d,--,135 lbs.,--,,1,2,0
Brandon Royval,Brandon,Royval,Raw Dawg,http://www.ufcstats.com/fighter-details/6e15f63b6c2e2c15,"5' 9""",125 lbs.,"68.0""",Southpaw,17,9,0
Jairzinho Rozenstruik,Jairzinho,Rozenstruik,Bigi Boy,http://www.ufcstats.com/fighter-details/2cd428e9606856fd,"6' 2""",242 lbs.,"78.0""",Orthodox,15,6,0
Mauricio Rua,Mauricio,Rua,Shogun,http://www.ufcstats.com/fighter-details/140745cbbcb023ac,"6' 1""",205 lbs.,"76.0""",Orthodox,27,14,1
Murilo Rua,Murilo,Rua,Ninja,http://www.ufcstats.com/fighter-details/90e7447d8b7f3f35,"5' 11""",185 lbs.,--,Orthodox,20,13,1
Marco Ruas,Marco,Ruas,King of the Streets,http://www.ufcstats.com/fighter-details/597db668b01c442c,"6' 1""",210 lbs.,--,Orthodox,9,4,2
Rodrigo Ruas,Rodrigo,Ruas,,http://www.ufcstats.com/fighter-details/94070f6544c4b2a5,"5' 10""",185 lbs.,--,Orthodox,4,5,1
Rodolfo Rubio Perez,Rodolfo,Rubio Perez,Fito,http://www.ufcstats.com/fighter-details/c4731f43693b96b8,"5' 5""",145 lbs.,--,Orthodox,10,16,1
Robert Ruchala,Robert,Ruchala,Faker,http://www.ufcstats.com/fighter-details/92aed9d16794f42b,"5' 8""",145 lbs.,"72.0""",Switch,11,3,0
Gabe Ruediger,Gabe,Ruediger,Godzilla,http://www.ufcstats.com/fighter-details/ccba80d4820ef557,"5' 10""",155 lbs.,--,Orthodox,18,8,0
Mauricio Ruffy,Mauricio,Ruffy,,http://www.ufcstats.com/fighter-details/9c393e836a852f30,"5' 11""",155 lbs.,"75.0""",Orthodox,13,2,0
Eddie Ruiz,Eddie,Ruiz,,http://www.ufcstats.com/fighter-details/7b9aa973e5c04624,"5' 7""",155 lbs.,--,Orthodox,1,1,0
Anthony Ruiz,Anthony,Ruiz,El Toro,http://www.ufcstats.com/fighter-details/657c21cb133f1445,"6' 2""",205 lbs.,--,Orthodox,33,22,0
Paul Ruiz,Paul,Ruiz,,http://www.ufcstats.com/fighter-details/babc0b19e89cec6e,"5' 6""",135 lbs.,--,,7,4,0
Montserrat Conejo Ruiz,Montserrat Conejo,Ruiz,,http://www.ufcstats.com/fighter-details/1235b31de15d0c6e,"5' 0""",115 lbs.,"61.0""",Southpaw,10,5,0
Mike Russow,Mike,Russow,,http://www.ufcstats.com/fighter-details/353de740bb6c7e75,"6' 1""",255 lbs.,"73.0""",Orthodox,15,3,0
Bas Rutten,Bas,Rutten,El Guapo,http://www.ufcstats.com/fighter-details/03688dc3c3af3ac1,"6' 1""",205 lbs.,--,Orthodox,28,4,1
Mashrabjon Ruzibaev,Mashrabjon,Ruzibaev,Black Junior,http://www.ufcstats.com/fighter-details/e5a898f2a1afec67,"5' 8""",155 lbs.,"67.0""",Orthodox,20,4,1
Nursulton Ruziboev,Nursulton,Ruziboev,Black,http://www.ufcstats.com/fighter-details/49d2a08964c5eb11,"6' 5""",185 lbs.,"76.0""",Orthodox,36,9,2
Casey Ryan,Casey,Ryan,,http://www.ufcstats.com/fighter-details/5b1b383265433f51,--,185 lbs.,--,,7,3,0
Yusup Saadulaev,Yusup,Saadulaev,Maestro,http://www.ufcstats.com/fighter-details/b1669a810fae4220,"5' 6""",135 lbs.,--,,16,4,1
Cameron Saaiman,Cameron,Saaiman,MSP,http://www.ufcstats.com/fighter-details/3c8a5200436e19f3,"5' 8""",135 lbs.,"67.0""",Southpaw,9,3,0
Pete Sabala,Pete,Sabala,,http://www.ufcstats.com/fighter-details/7956f026e2672c47,--,135 lbs.,--,,3,15,0
Danny Sabatello,Danny,Sabatello,Italian Gangster,http://www.ufcstats.com/fighter-details/cb7ee07982de2a28,"5' 10""",135 lbs.,"71.0""",Orthodox,9,1,0
Pat Sabatini,Pat,Sabatini,,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d,"5' 8""",145 lbs.,"70.0""",Orthodox,21,5,0
Amir Sadollah,Amir,Sadollah,,http://www.ufcstats.com/fighter-details/2650e2f846a30f64,"5' 10""",170 lbs.,"75.0""",Orthodox,6,5,0
Nazim Sadykhov,Nazim,Sadykhov,Black Wolf,http://www.ufcstats.com/fighter-details/ff62013d2fce6d13,"5' 10""",155 lbs.,"69.0""",Southpaw,11,2,1
Frankie Saenz,Frankie,Saenz,,http://www.ufcstats.com/fighter-details/9ba2226646046b63,"5' 6""",135 lbs.,"66.0""",Orthodox,13,7,0
Terrance Saeteurn,Terrance,Saeteurn,Wrong Turn,http://www.ufcstats.com/fighter-details/a78f7a9135eb6249,"5' 6""",125 lbs.,"67.0""",Orthodox,8,2,0
Saparbeg Safarov,Saparbeg,Safarov,,http://www.ufcstats.com/fighter-details/88d7b6d8230e1f3f,"6' 1""",185 lbs.,"78.0""",Orthodox,9,3,0
Tarec Saffiedine,Tarec,Saffiedine,Sponge,http://www.ufcstats.com/fighter-details/0749d968e932df53,"5' 10""",170 lbs.,"70.0""",Switch,16,7,0
Jason Saggo,Jason,Saggo,,http://www.ufcstats.com/fighter-details/4ac1ecf8ce59ef23,"5' 11""",155 lbs.,"71.0""",Orthodox,12,4,0
Kiru Sahota,Kiru,Sahota,,http://www.ufcstats.com/fighter-details/296a120cb880477b,"5' 10""",125 lbs.,"73.0""",Orthodox,12,3,0
Tatsuya Saika,Tatsuya,Saika,Yanbo,http://www.ufcstats.com/fighter-details/cc4e571964b084d4,"6' 0""",155 lbs.,"73.0""",Orthodox,11,5,0
Mridul Saikia,Mridul,Saikia,Crusher,http://www.ufcstats.com/fighter-details/96c76dd695eb3b88,"5' 7""",125 lbs.,"68.0""",Orthodox,8,1,0
Kaushik Saikumar,Kaushik,Saikumar,The Pride of Chennai,http://www.ufcstats.com/fighter-details/6a6c4709ebc5499a,"5' 10""",135 lbs.,"71.0""",Orthodox,5,1,0
Benoit Saint Denis,Benoit,Saint Denis,God of War,http://www.ufcstats.com/fighter-details/c2299ec916bc7c56,"5' 11""",155 lbs.,"73.0""",Southpaw,17,3,0
Ovince Saint Preux,Ovince,Saint Preux,,http://www.ufcstats.com/fighter-details/50db8711c70196cd,"6' 3""",205 lbs.,"80.0""",Southpaw,27,18,0
Lukasz Sajewski,Lukasz,Sajewski,Wookie,http://www.ufcstats.com/fighter-details/fb41432b622992a9,"5' 8""",155 lbs.,"71.0""",Orthodox,13,3,0
Yukio Sakaguchi,Yukio,Sakaguchi,,http://www.ufcstats.com/fighter-details/94a5aaf573f780ad,"5' 9""",185 lbs.,--,Orthodox,6,7,0
Augusto Sakai,Augusto,Sakai,,http://www.ufcstats.com/fighter-details/441eacbe20e0e80b,"6' 3""",265 lbs.,"77.0""",Orthodox,16,5,1
Alessio Sakara,Alessio,Sakara,Legionarius,http://www.ufcstats.com/fighter-details/7f955f71fa2ce7ac,"6' 0""",185 lbs.,"72.0""",Orthodox,19,11,0
Wataru Sakata,Wataru,Sakata,,http://www.ufcstats.com/fighter-details/d7907a9a968e4d29,"5' 9""",195 lbs.,--,Southpaw,11,14,0
Gokhan Saki,Gokhan,Saki,The Rebel,http://www.ufcstats.com/fighter-details/4690d47bf725fd98,"6' 0""",205 lbs.,"73.0""",Orthodox,1,2,0
Kazushi Sakuraba,Kazushi,Sakuraba,The Gracie Hunter,http://www.ufcstats.com/fighter-details/9b5b5a75523728f3,"6' 0""",185 lbs.,--,Southpaw,26,17,1
Hayato Sakurai,Hayato,Sakurai,Mach,http://www.ufcstats.com/fighter-details/85e26e2468b4e82f,"5' 7""",168 lbs.,--,Orthodox,38,13,2
Ryuta Sakurai,Ryuta,Sakurai,,http://www.ufcstats.com/fighter-details/ff9578cdbfabd323,"5' 7""",183 lbs.,--,Orthodox,24,24,6
Justin Salas,Justin,Salas,J-Bomb,http://www.ufcstats.com/fighter-details/9b198c73e3d0d289,"5' 8""",155 lbs.,"70.0""",Southpaw,12,7,0
Ivan Salaverry,Ivan,Salaverry,,http://www.ufcstats.com/fighter-details/394f55ebca199124,"6' 0""",185 lbs.,--,Orthodox,14,9,0
Roman Salazar,Roman,Salazar,El Gallito,http://www.ufcstats.com/fighter-details/72c4b253d2f5ebf2,"5' 7""",135 lbs.,--,Orthodox,10,6,0
Luis Saldana,Luis,Saldana,,http://www.ufcstats.com/fighter-details/12e0fdc606f7e274,"5' 11""",145 lbs.,"73.0""",Orthodox,16,7,1
John Salgado,John,Salgado,Greco,http://www.ufcstats.com/fighter-details/3e36811b7bc1f6ad,"5' 10""",170 lbs.,--,,4,8,1
Muslim Salikhov,Muslim,Salikhov,King of Kung Fu,http://www.ufcstats.com/fighter-details/447f9858ae78f921,"5' 11""",170 lbs.,"70.0""",Orthodox,22,6,0
Gabriel Salinas-Jones,Gabriel,Salinas-Jones,,http://www.ufcstats.com/fighter-details/74d5f71eeb0c66c7,"6' 1""",245 lbs.,--,,5,2,1
Brandon Saling,Brandon,Saling,White Steel,http://www.ufcstats.com/fighter-details/a049aa06508b9c7b,"5' 10""",170 lbs.,--,,8,6,0
Quillan Salkilld,Quillan,Salkilld,,http://www.ufcstats.com/fighter-details/17734443a833cdf7,"6' 0""",155 lbs.,"75.0""",Orthodox,11,1,0
Sean Salmon,Sean,Salmon,,http://www.ufcstats.com/fighter-details/7c0847d3854a95f2,"5' 10""",185 lbs.,--,Southpaw,18,21,0
Boston Salmon,Boston,Salmon,Boom Boom,http://www.ufcstats.com/fighter-details/98e946879ba20c0f,"5' 9""",135 lbs.,"69.0""",Southpaw,6,3,0
John Salter,John,Salter,,http://www.ufcstats.com/fighter-details/010986ee359fb863,"6' 1""",185 lbs.,"74.0""",Southpaw,14,3,0
Vinicius Salvador,Vinicius,Salvador,,http://www.ufcstats.com/fighter-details/65cdf4ec31143d86,"5' 7""",135 lbs.,"70.0""",Southpaw,14,7,0
Dylan Salvador,Dylan,Salvador,,http://www.ufcstats.com/fighter-details/a7a3fb5f6c67b122,"5' 9""",155 lbs.,"69.0""",Southpaw,5,2,0
Josh Samman,Josh,Samman,Anqa,http://www.ufcstats.com/fighter-details/9deff9e3e8d94d47,"6' 3""",185 lbs.,"79.0""",Orthodox,13,4,0
Johnny Sampaio,Johnny,Sampaio,,http://www.ufcstats.com/fighter-details/b23388ff8ac6637b,"5' 8""",170 lbs.,--,Orthodox,3,1,0
Josh Sampo,Josh,Sampo,The Gremlin,http://www.ufcstats.com/fighter-details/f65dcb22dada2223,"5' 4""",125 lbs.,"64.0""",Orthodox,11,5,0
Josh San Diego,Josh,San Diego,JSD,http://www.ufcstats.com/fighter-details/983e281d257c24dc,"5' 10""",135 lbs.,--,,8,3,0
Samuel Sanches,Samuel,Sanches,The Prodigy,http://www.ufcstats.com/fighter-details/438d497617ecb16e,"5' 10""",155 lbs.,"74.0""",Orthodox,11,1,0
Diego Sanchez,Diego,Sanchez,Nightmare,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689,"5' 10""",170 lbs.,"72.0""",Southpaw,31,13,0
Eddie Sanchez,Eddie,Sanchez,The Manic Hispanic,http://www.ufcstats.com/fighter-details/7f0b4a75ef3039a3,"6' 2""",230 lbs.,"74.0""",Orthodox,15,8,0
Julian Sanchez,Julian,Sanchez,,http://www.ufcstats.com/fighter-details/c6da1c24fe473418,"6' 3""",300 lbs.,--,Orthodox,0,1,0
Bobby Sanchez,Bobby,Sanchez,The Kid,http://www.ufcstats.com/fighter-details/6a0047ac8c99fece,"5' 7""",155 lbs.,--,Orthodox,10,35,0
Donald Sanchez,Donald,Sanchez,,http://www.ufcstats.com/fighter-details/bb140b121283acbb,"5' 10""",145 lbs.,--,,31,17,0
Joby Sanchez,Joby,Sanchez,,http://www.ufcstats.com/fighter-details/b12fc8a41e82d3a2,"5' 6""",135 lbs.,"68.0""",Orthodox,11,4,0
Emmanuel Sanchez,Emmanuel,Sanchez,El Matador,http://www.ufcstats.com/fighter-details/243a336eaa2d2eb4,"5' 9""",145 lbs.,"71.0""",,15,3,0
Erick Sanchez,Erick,Sanchez,,http://www.ufcstats.com/fighter-details/ef3663798164adf0,"5' 10""",145 lbs.,--,,8,3,0
Andrew Sanchez,Andrew,Sanchez,El Dirte,http://www.ufcstats.com/fighter-details/fccf811c1e8b01c7,"6' 1""",185 lbs.,"74.0""",Orthodox,13,7,0
Robert Sanchez,Robert,Sanchez,Littlefury,http://www.ufcstats.com/fighter-details/546f8599a63c29da,"5' 6""",125 lbs.,"66.0""",Orthodox,8,2,0
Jesse Sanders,Jesse,Sanders,,http://www.ufcstats.com/fighter-details/59aaf2730b84698a,"6' 0""",170 lbs.,--,Orthodox,23,7,0
Luke Sanders,Luke,Sanders,Cool Hand,http://www.ufcstats.com/fighter-details/96428b9e9bd048ea,"5' 6""",135 lbs.,"67.0""",Southpaw,13,5,0
Jerrod Sanders,Jerrod,Sanders,J-Reazie,http://www.ufcstats.com/fighter-details/12f1b140e248bdb9,"5' 8""",135 lbs.,"72.0""",Orthodox,16,3,0
Cory Sandhagen,Cory,Sandhagen,,http://www.ufcstats.com/fighter-details/65f09bacd3957381,"5' 11""",135 lbs.,"70.0""",Switch,18,6,0
Hugo Sandoval,Hugo,Sandoval,,http://www.ufcstats.com/fighter-details/9d51bcc281aa0514,--,135 lbs.,--,,2,3,0
Raul Sandoval,Raul,Sandoval,,http://www.ufcstats.com/fighter-details/f9ad10f6a49e5452,--,130 lbs.,--,,3,3,0
Joseph Sandoval,Joseph,Sandoval,,http://www.ufcstats.com/fighter-details/696002b59f09d73b,"5' 7""",135 lbs.,--,Southpaw,7,7,0
Hector Sandoval,Hector,Sandoval,Kid Alex,http://www.ufcstats.com/fighter-details/449c890bd90f3374,"5' 2""",125 lbs.,"64.0""",Orthodox,14,4,0
Chris Sanford,Chris,Sanford,,http://www.ufcstats.com/fighter-details/29f935654825331b,"5' 11""",185 lbs.,--,Orthodox,5,1,0
Roldan Sangcha'an,Roldan,Sangcha'an,The Executioner,http://www.ufcstats.com/fighter-details/57887765f831e228,"5' 4""",125 lbs.,--,Orthodox,4,2,0
Yuhi Sano,Yuhi,Sano,,http://www.ufcstats.com/fighter-details/4c12aa7ca246e7a4,"5' 11""",243 lbs.,--,Orthodox,0,4,0
Martin Sano,Martin,Sano,Spartan,http://www.ufcstats.com/fighter-details/16a64f93f6678b7b,"5' 11""",170 lbs.,"75.0""",Orthodox,4,3,1
Jonathan Santa Maria,Jonathan,Santa Maria,,http://www.ufcstats.com/fighter-details/3143e5daff9e5b71,"5' 9""",125 lbs.,--,,3,4,0
Duda Santana,Duda,Santana,Cowboyzinha,http://www.ufcstats.com/fighter-details/d6ead04919a894b1,"5' 7""",145 lbs.,"73.0""",Orthodox,3,1,0
Shaheen Santana,Shaheen,Santana,Shazam,http://www.ufcstats.com/fighter-details/19809d475ed832d5,"6' 1""",155 lbs.,"75.0""",Orthodox,6,1,0
Neemias Santana,Neemias,Santana,,http://www.ufcstats.com/fighter-details/86989ee8fe97884d,"6' 2""",185 lbs.,"76.0""",Orthodox,7,3,1
Sean Santella,Sean,Santella,Shorty Rock,http://www.ufcstats.com/fighter-details/39792c2f42c9f527,"5' 5""",125 lbs.,--,,17,6,1
Jorge Santiago,Jorge,Santiago,The Sandman,http://www.ufcstats.com/fighter-details/f8dc544e7077d014,"6' 1""",170 lbs.,"75.0""",Orthodox,25,12,0
Mike Santiago,Mike,Santiago,,http://www.ufcstats.com/fighter-details/bc656db347f31e19,"5' 10""",145 lbs.,"69.0""",Orthodox,19,12,0
Will Santiago,Will,Santiago,The Brown Bomber,http://www.ufcstats.com/fighter-details/4920292f5d9b76df,"5' 7""",185 lbs.,--,Orthodox,9,5,0
Richie Santiago,Richie,Santiago,The Milford Mauler,http://www.ufcstats.com/fighter-details/9f95d6b5b459cc6b,"5' 7""",135 lbs.,"67.0""",Southpaw,7,2,0
Jose Santibanez,Jose,Santibanez,,http://www.ufcstats.com/fighter-details/8299206ccebc44a7,--,155 lbs.,--,,10,3,0
Art Santore,Art,Santore,Pachuco,http://www.ufcstats.com/fighter-details/012fc7cd0779c09a,"6' 2""",185 lbs.,--,,18,8,0
Adriano Santos,Adriano,Santos,,http://www.ufcstats.com/fighter-details/c6e6926a81adcd00,--,--,--,,0,1,0
Paulo Santos,Paulo,Santos,,http://www.ufcstats.com/fighter-details/7ca4c3f8aa8bacae,--,--,--,,0,3,0
Evangelista Santos,Evangelista,Santos,Cyborg,http://www.ufcstats.com/fighter-details/99bf06f20491cb54,"5' 10""",170 lbs.,"76.0""",Orthodox,21,18,0
Luis Santos,Luis,Santos,,http://www.ufcstats.com/fighter-details/7701377be464d2ef,"6' 1""",170 lbs.,--,Southpaw,63,10,1
Iliarde Santos,Iliarde,Santos,,http://www.ufcstats.com/fighter-details/14aa21bc82cac57d,"5' 5""",125 lbs.,"67.0""",Orthodox,30,13,1
Leonardo Santos,Leonardo,Santos,,http://www.ufcstats.com/fighter-details/9c65736747ca92ec,"6' 0""",155 lbs.,"75.0""",Orthodox,18,7,1
Thiago Santos,Thiago,Santos,Marreta,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,0
Bruno Santos,Bruno,Santos,Carioca,http://www.ufcstats.com/fighter-details/da1d8d76404bb6b5,"5' 9""",185 lbs.,--,Orthodox,15,2,0
